# es_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=es
# current languages in the file:
# - English - (en) no alterations
# - Spanish - (es) first column
***LANGUAGES***
en-English|es-Español|
>STATS<|>ESTADÍSTICAS<|
USER LISTINGS|USUARIOS|
CAMPAIGN LISTINGS|CAMPAÑAS|
LIST LISTINGS|LISTAS|
INBOUND GROUP LISTINGS|GRUPOS DE ENTRADA |
REMOTE AGENTS LISTINGS|AGENTES REMOTOS|
USER GROUPS LISTINGS|GRUPOS DE USUARIO |
script runtime|Script runtime|
Hopper List|Lista De Hopper|
Live Current Hopper List|Live Current Hopper List|
Total leads in hopper right now|Total de Leads en el hopper ahora mismo|
Server Stats|ESTADÍSTICAS DEL SERVIDOR|
Total Calls placed from this Campaign:       |Llamadas dentro de esta campaña|
Average Call Length for all Calls in seconds:|Longitud media para las llamadas en segundos:|
Total DROP Calls:                            |Total DROP Calls:|
Average Length for DROP Calls in seconds:    |Longitud media para las llamadas DROP en segundos:   |
Total NA calls -Busy,Disconnect,BTvoicemail: |Llamadas sin Respuesta - ocupado, desconexión,..: |
Average Call Length for NA Calls in seconds: |Longitud media para las Llamadas sin Respuesta en segundos:      |
---------- DROPS|---------- DROPS|
 AUTO-DIAL NO ANSWERS| AUTO-DIAL SIN RESPUESTA|
---------- USER STATS|---------- ESTADÍSTICAS DEL USUARIO|
---------- TIME STATS|---------- ESTADÍSTICAS DEL TIEMPO|
USER                    |USUARIO                 |
Agents Time On Calls                 |Tiempo de los  Agentes En Llamadas|
agents logged in on server|agentes identificados en el servidor|
Paused agents|Agentes detenidos brevemente|
5 minutes or more on call|Llamadas de 5 minutos o más|
Over 10 minutes on call|Sobre 10 minutos en llamada|
 NO AGENTS ON CALLS |AGENTES SIN LLAMADAS|
calls being placed on server|llamadas en el servidor|
LIVE CALL WAITING|LLAMADAS ACTUALES EN ESPERA|
 NO LIVE CALLS WAITING |LLAMADAS EN ESPERA|
START OVER|RECARGAR|
Lead Loader Module|Módulo Cargador de Leads|
Current file status|Estado actual del archivo|
Load leads from this file|Cargar Leads de este archivo|
Answering Machine Message|Mensaje del contestador automático|
Processing |Procesando|
TALK TIME AND STATUS|TIEMPO Y ESTADO DE CONVERSACIÓN|
>COUNT<|>CUENTA<|
>HOURS:MINUTES<|>HORAS:MINUTOS<|
TOTAL CALLS |LLAMADAS TOTALES |
LOGIN/LOGOUT TIME|TIEMPO LOGIN/LOGOUT|
>EVENT <|>EVENTO<|
> CAMPAIGN<|> CAMPAÑA<|
CAMPAIGN: |CAMPAÑA: |
LAST 50 CALLS|ÚLTIMAS 50 LLAMADAS|
VICIDIAL REMOTE: Call Disposition|REMOTE VICIDIAL: Disposición De la Llamada|
Call has been dispositioned|La llamada ha sido dispositioned|
Close This Window|Cierre Esta Ventana|
Call information|Información de la llamada|
lead lookup FAILED for lead_id|las operaciones de búsqueda del plomo FALLARON para el lead_id|
DISPO CALL|DISPO CALL|
>Address |>Dirección |
>City |>Ciudad |
>State:|>Estado:|
 Postal Code:| Código Postal:|
>Province |>Provincia|
>Country |>País    |
>Alt Phone |>Alt Phone |
>Email |>Email |
>Security |>Seguridad|
>Comments |>Comentarios |
>Disposition:|>Disposición:|
Group Hourly Stats|Stats Cada hora Del Grupo|
TSR HOUR COUNTS|CUENTAS DE HORAS DE TSR|
Lead Search|Buscar Lead|
Lead Lookup|Operaciones de búsqueda del Lead|
Please enter a:|Por favor, Introduzca un:|
a Home Phone Number:|un número de teléfono de casa:|
vendor lead code|código del vendedor del Lead|
a lead ID:|ID del Lead:|
>NEW SEARCH<|>NUEVA BÚSQUEDA<|
Lead record modification|Registro del Lead modificado|
information modified|Información modificada|
CALLS TO THIS LEAD|LLAMADAS A ESTE LEAD|
VDAD Closer Stats|Estadísticas de VDAD Closer|
Auto-dial Closer Stats|Estadísticas de Auto-dial en CLOSER|
VICIDIAL REMOTE AGENTS|VICIDIAL, AGENTES REMOTOS|
INBOUND STATS|ESTADÍSTICAS DE ENTRADA|
REMOTE AGENTS ERROR - Please go back and look at the data you entered|ERROR AGENTES REMOTOS – Por favor, vuelva atrás y compruebe los datos que introdujo|
 - WAITING - |- ESPERANDO -|
Remote Agent inbound stats         |Stats de entrada del agente alejado|
Total calls taken |Llamadas totales tomadas |
Total talk time on |Tiempo total de conversación|
Call list for |Lista la llamada para |
 NO CALLS ON THIS DAY |NINGUNA LLAMADA PARA HOY|
Scripts|Escrituras|
Script:|Escritura:|
Get Call Launch|Consiga El Lanzamiento De la Llamada|
not used currently|no utilizado actualmente|
VERSION|VERSIÓN|
BUILD|CONSTRUCCION|
REPORTS|INFORMES|
USERS|USUARIOS|
 CAMPAIGNS| CAMPAÑAS|
#LISTS|LISTAS|
SCRIPTS|ESCRITURAS|
FILTERS|FILTROS|
IN-GROUPS|EN-GROUPOS|
USER GROUPS|GRUPOS DE USUARIO|
REMOTE AGENTS|AGENTES REMOTOS|
Column|Columna|
 PERFORMANCE| FUNCIONAMIENTO|
AGENT |AGENTE |
SERVER |SERVIDOR |
### END translation phrases through 1.1.11 release ###
Drop Call Seconds -<\/B> The number of seconds from the time the customer line is picked up until the call is considered a DROP, only applies to outbound calls|Segundos de la llamada de la gota -</B> el número de segundos a partirdel tiempo que la línea de cliente se escoge encima de hasta que lallamada se considera una GOTA, sólo se aplica a las llamadas desalida|
Safe Harbor Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|seguro puerto mensaje -</B> si fijar y juego uno mensaje clientedespués gota llamar segundo descanso ser alcanzar sin ser transferiruno agente. _ este fijar eliminar sending uno voicemail caja si esteser fijar y|
Safe Harbor Exten -<\/B> This is the dial plan extension that the desired Safe Harbor audio file is located at on your server|seguro puerto Exten -</B> este ser dial plan extensión que desear seguropuerto audio archivo ser localizar en en su servidor|
Drop Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|Mensaje de la gota -</B> si el sistema a Y juega un mensaje al clientedespués de que el descanso de los segundos de la llamada de la gotase alcance sin la transferencia a un agente. Este ajuste eliminaráenviar a una caja del voicemail si esto se fija a Y|
Drop Exten -<\/B> This is the dial plan extension that the desired Dropped call audio file is located at on your server|Gota Exten -</B> ésta es la extensión dial plan que el archivo audiocaído deseado de la llamada está situado en en su servidor|
Call Time ID -<\/B> This is the short name of a Vicidial Call Time Definition. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|Identificación del tiempo de la llamada -</B> éste es el nombre corto deuna definición del tiempo de la llamada de Vicidial. Éste necesitaser un identificador único. No utilice ningunos espacios opuntuación para los caracteres de este máximo 10 del campo, mínimode 2 caracteres|
Call Time Name -<\/B> This is a more descriptive name of the Call Time Definition. This is a short summary of the Call Time definition. max 30 characters, minimum of 2 characters|Nombre del tiempo de la llamada -</B> éste es un nombre más descriptivode la definición del tiempo de la llamada. Éste es un resumen cortode los caracteres del máximo 30 de la definición del tiempo de lallamada, mínimo de 2 caracteres|
Call Time Comments -<\/B> This is where you can place comments for a Vicidial Call Time Definition such as -10am to 4pm with extra call state restrictions-.  max 255 characters|El tiempo de la llamada comenta -</B> aquí es donde usted puede poner loscomentarios para una definición del tiempo de la llamada de Vicidialtal como -10am hasta los 4pm con restricciones adicionales del estadode la llamada -. los caracteres del máximo 255|
Default Start and Stop Times -<\/B> This is the default time that calling will be allowed to be started or stopped within this call time definition if the day-of-the-week start time is not defined. 0 is midnight. To prevent calling completely set this field to 2400 and set the Default Stop time to 2400. To allow calling 24 hours a day set the start time to 0 and the stop time to 2400|Tiempos del comienzo y de parada del defecto -</B> éste es el tiempo dedefecto paran que el llamar será permitido que sea comenzado o dentrode esta definición del tiempo de la llamada si la hora de salida dela di'a-de-$$$-SEMANA no se define. 0 es medianoche. Evitar el llamarfijó totalmente este campo a 2400 y fijó el tiempo de parada deldefecto a 2400. Permitir el llamar 24 horas al día fijó la hora desalida a 0 y el tiempo de parada a 2400|
Weekday Start and Stop Times -<\/B> These are the custom times per day that can be set for the call time definition. same rules apply as with the Default start and stop times|Tiempos del comienzo y de parada del día laborable -</B> éstos son lostiempos de encargo por el día que se puede fijar para la definicióndel tiempo de la llamada que las mismas reglas se aplican como con lostiempos del comienzo y de parada del defecto|
State Call Time Definitions -<\/B> This is the list of State specific call time definitions that are followed in this Call Time Definition|Definiciones del tiempo de la llamada del estado -</B> ésta es la listade las definiciones específicas del tiempo de la llamada del estadoque se siguen en esta definición del tiempo de la llamada|
State Call Time State -<\/B> This is the two letter code for the state that this calling time definition is for. For this to be in effect the local call time that is set in the campaign must have this state call time record in it as well as all of the leads having two letter state codes in them|Estado del tiempo de la llamada del estado -</B> éste es el código dedos letras para el estado que esta definición del tiempo que llamaestá para. Para que esto sea en efecto la llamada local mida eltiempo que se fija en la campaña debe tener este expediente deltiempo de la llamada del estado en él así como todos los plomos quetienen dos códigos del estado de la letra en ellos|
Delete Call Times -<\/B> This option allows the user to be able to delete vicidial call times records and vicidial state call times records from the system|Tiempos de la llamada de la cancelación -</B> esta opción permite que elusuario pueda suprimir expedientes vicidial de los tiempos de lallamada y expedientes vicidial de los tiempos de la llamada del estadodel sistema|
Modify Call Times -<\/B> This option allows the user to view and modify the call times and state call times records. A user doesn't need this option enabled if they only need to change the call times option on the campaigns screen|Modifique los tiempos de la llamada -</B> esta opción permite que elusuario visión y modifique los expedientes de los tiempos de lallamada y de los tiempos de la llamada del estado. Un usuario nonecesita esta opción permitida si necesitan solamente cambiar laopción de los tiempos de la llamada en la pantalla de las campañas|
Wrap Up Seconds -<\/B> The number of seconds to force an agent to wait before allowing them to receive or dial another call. The timer begins as soon as an agent hangs up on their customer - or in the case of alternate number dialing when the agent finishes the lead - Default is 0 seconds. If the timer runs out before the agent has dispositioned the call, the agent still will NOT move on to the next call until they select a disposition|Segundos de Wrap Up -</B> el número de los segundos para forzar un agenteesperar antes de permitir que reciban o que marquen otra llamada. Elcontador de tiempo comienza tan pronto como un agente cuelgue paraarriba en su cliente - o en el caso del número alterno que marcacuando el agente acaba el plomo - defecto sea los segundos 0. Si elcontador de tiempo funciona hacia fuera antes de que el agente tengadispositioned la llamada, el agente todavía no se mueve encendido ala llamada siguiente hasta que seleccionan una disposición|
Wrap Up Message -<\/B> This is a campaign-specific message to be displayed on the wrap up screen if wrap up seconds is set|Mensaje de Wrap up -</B> esto es un mensaje campaña-especi'fico que seexhibirá en la pantalla del wrapup si se fijan los segundos delwrapup|
You are not authorized to view this page. Please go back|Le no autorizan a visión esta página. Vaya por favor detrás|
Day and time options will appear once you have created the Call Time Definition|Las opciones del día y del tiempo aparecerán una vez que usted hayacreado la definición del tiempo de la llamada|
State Call Time ID, name and state must be at least 2 characters in length|Indique que identificación del tiempo de la llamada, nombre y estadodebe ser por lo menos 2 caracteres en longitud|
Call Time ID and name must be at least 2 characters in length|La identificación del tiempo de la llamada y el nombre deben ser porlo menos 2 caracteres en longitud|
Active State Call Time Definitions for this Record|Definiciones activas del tiempo de la llamada del estado para estoexpediente|
there is already a call time entry with this ID|hay ya una entrada de tiempo de la llamada con esta identificación|
CALL TIMES USING THIS STATE CALL TIME|TIEMPOS DE LA LLAMADA USANDO ESTE TIEMPO DE LA LLAMADA DEL ESTADO|
STATE CALL TIME DEFINITION NOT ADDED|DEFINICIÓN DEL TIEMPO DE LA LLAMADA DEL ESTADO NO AGREGADA|
DELETE THIS STATE CALL TIME DEFINITION|SUPRIMA ESTA DEFINICIÓN DEL TIEMPO DE LA LLAMADA DEL ESTADO|
Modify Call Time State Definitions List|Modifique La Lista De las Definiciones Del Estado Del Tiempo De laLlamada|
CALL TIME DEFINITION NOT ADDED|DEFINICIÓN DEL TIEMPO DE LA LLAMADA NO AGREGADA|
DELETE THIS CALL TIME DEFINITION|SUPRIMA ESTA DEFINICIÓN DEL TIEMPO DE LA LLAMADA|
short description of the call time|descripción corta del tiempo de la llamada|
CAMPAIGNS USING THIS CALL TIME|CAMPAÑAS USANDO ESTE TIEMPO DE LA LLAMADA|
STATE CALL TIME NOT MODIFIED|TIEMPO DE LA LLAMADA DEL ESTADO NO MODIFICADO|
CALL TIME NOT MODIFIED|TIEMPO DE LA LLAMADA NO MODIFICADO|
STATE CALL TIME MODIFIED|TIEMPO DE LA LLAMADA DEL ESTADO MODIFICADO|
CALL TIME MODIFIED|TIEMPO DE LA LLAMADA MODIFICADO|
Default Start:|Comienzo Del Defecto:|
Default Stop:|Parada Del Defecto:|
Sunday Start:|Comienzo De Domingo:|
Sunday Stop:|Parada De Domingo:|
Monday Start:|Comienzo De Lunes:|
Monday Stop:|Parada De Lunes:|
Tuesday Start:|Comienzo De Martes:|
Tuesday Stop:|Parada De Martes:|
Wednesday Start:|Comienzo De Miércoles:|
Wednesday Stop:|Parada De Miércoles:|
Thursday Stop:|Parada De Jueves:|
Friday Start:|Comienzo De Viernes:|
Friday Stop:|Parada De Viernes:|
Saturday Start:|Comienzo De Sábado:|
Saturday Stop:|Parada De Sábado:|
State Rule Added|Regla Del Estado Agregada|
State Rule Removed|Regla Del Estado Quitada|
STATE CALL TIME LISTINGS|LISTADOS DEL TIEMPO DE LA LLAMADA DEL ESTADO|
CALL TIME LISTINGS|LISTADOS DEL TIEMPO DE LA LLAMADA|
STATE CALL TIME ADDED|TIEMPO DE LA LLAMADA DEL ESTADO AGREGADO|
CALL TIME ADDED|TIEMPO DE LA LLAMADA AGREGADO|
Drop Call Seconds|Segundos De la Llamada De la Gota|
Use Safe Harbor Message|Utilice El Mensaje Seguro Del Puerto|
Safe Harbor Exten|Puerto Seguro Exten|
Use Drop Message|Utilice El Mensaje De la Gota|
Drop Exten|Gota Exten|
SIP Listen Version|El Sip Escucha Versión|
Add New Call Time|Agregue El Nuevo Tiempo De la Llamada|
Add New State Call Time|Agregue El Nuevo Tiempo De la Llamada Del Estado|
New Call Time Addition|Nueva Adición Del Tiempo De la Llamada|
New State Call Time Addition|Nueva Adición Del Tiempo De la Llamada Del Estado|
Modify Call Time|Modifique El Tiempo De la Llamada|
MODIFY A CALL TIME|MODIFIQUE Un RATO De la LLAMADA|
Modify State Call Time|Modifique El Tiempo De la Llamada Del Estado|
MODIFY A STATE CALL TIME|_ MODIFICAR Uno ESTADO LLAMAR TIEMPO|
Delete State Call Time|Tiempo De la Llamada Del Estado De la Cancelación|
State Call Times|Tiempos De la Llamada Del Estado|
State Call Time ID|Identificación Del Tiempo De la Llamada Del Estado|
State Call Time Name|_ Estado Llamar Tiempo Nombre|
State Call Time Comments|Comentarios Del Tiempo De la Llamada Del Estado|
STATE CALL TIME NOT DELETED|TIEMPO DE LA LLAMADA DEL ESTADO NO SUPRIMIDO|
CALL TIME DELETION COMPLETED|_ LLAMAR TIEMPO CANCELADURA TERMINAR|
STATE CALL TIME DELETION COMPLETED|CANCELADURA DEL TIEMPO DE LA LLAMADA DEL ESTADO TERMINADA|
CALL TIME NOT DELETED|TIEMPO DE LA LLAMADA NO SUPRIMIDO|
Call Time ID must be at least 2 characters in length|_ llamar tiempo identificación deber ser por lo menos 2 carácter enlongitud|
STATE CALL TIME DELETION CONFIRMATION|CONFIRMACIÓN DE LA CANCELADURA DEL TIEMPO DE LA LLAMADA DEL ESTADO|
CALL TIME DELETION CONFIRMATION|CONFIRMACIÓN DE LA CANCELADURA DEL TIEMPO DE LA LLAMADA|
Call Times|Tiempos De la Llamada|
CALL TIMES|TIEMPOS DE LA LLAMADA|
SHOW CALL TIMES|DEMUESTRE LOS TIEMPOS DE LA LLAMADA|
ADD NEW CALL TIME|AGREGUE EL NUEVO TIEMPO DE LA LLAMADA|
SHOW STATE CALL TIMES|DEMUESTRE LOS TIEMPOS DE LA LLAMADA DEL ESTADO|
ADD NEW STATE CALL TIME|AGREGUE EL NUEVO TIEMPO DE LA LLAMADA DEL ESTADO|
Call Time ID|Identificación Del Tiempo De la Llamada|
Call Time Name|Nombre Del Tiempo De la Llamada|
Call Time Comments|Comentarios Del Tiempo De la Llamada|
short description of the call time|descripción corta del tiempo de la llamada|
HIDE|PIEL|
SHOW|DEMOSTRACIÓN|
Show Dialable Leads Count|Demuestre La Cuenta De los Plomos De Dialable|
Dialable Lead Count|Cuenta Del Plomo De Dialable|
TEST ON CAMPAIGN|PRUEBE EN CAMPAÑA|
Wrap Up Seconds:|Segundos De Wrap Up:|
Wrap Up Message:|Mensaje De Wrap Up:|
Alt Number Dialing|El Marcar Del Número Del Alt|
no active lists selected for this campaign|ningunas listas activas seleccionadas para esta campaña|
Real-Time Screen|Pantalla En tiempo real|
Allowable Inbound Groups -<\/B> For CLOSER campaigns only. Here is where you select the inbound groups you want agents in this CLOSER campaign to be able to take calls from. It is important for BLENDED inbound-outbound campaigns only to select the inbound groups that are used for agents in this campaign. The calls coming into the inbound groups selected here will be counted as active calls for a blended campaign even if all agents in the campaign are not logged in to receive calls from all of those selected inbound groups|Grupos de entrada permisibles -</B> Para campañas MÁS CERCANAS solamente. Aquí es donde usted selecciona a grupos de entrada que usted quisiera que los agentes en esta campaña MÁS CERCANA pudieran tomar llamadas de. Es importante que las campañas de entrada-de salida MEZCLADAS seleccionen solamente a los grupos de entrada que se utilizan para los agentes en esta campaña. Las llamadas que vienen en los grupos de entrada seleccionados aquí serán contadas como llamadas activas para una campaña mezclada incluso si todos los agentes en la campaña no se entran para recibir llamadas de todos esos grupos de entrada seleccionados|
Allowed Inbound Groups|Grupos De entrada Permitidos|
ADD NUMBER TO DNC|AGREGUE EL NÚMERO A DNC|
ADD A NUMBER TO THE DNC LIST|AGREGUE Un NÚMERO A la LISTA De DNC|
Add New DNC|Agregue DNC Nuevo|
Phone Number|Número De Teléfono|
VICIDIAL DNC List -<\/B> This Do Not Call list contains every lead that has been set to a status of DNC in the system. Through the LISTS - ADD NUMBER TO DNC page you are able to manually add a number to this list so that it will not be called by campaigns that use the internal DNC list|Lista de VICIDIAL DNC -</B> esto no llama la lista contiene cada plomo quese ha fijado a un estado de DNC en el sistema. A través de las LISTAS- AGREGUE EL NÚMERO a la página de DNC que usted puede agregarmanualmente un número a esta lista de modo que no sea llamada por lascampañas que utilizan la lista interna de DNC|
